type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1.0,5.65,0.22,0.22,16.53,0.04,38.87,112.1,1.0,3.24,0.48,8.97,5.97
1.0,5.7,0.22,0.22,16.6,0.04,38.78,109.56,1.0,3.24,0.48,8.98,6.03
1.0,5.71,0.21,0.22,16.64,0.05,39.47,110.33,1.0,3.24,0.48,9.0,6.01
1.0,8.11,0.2,0.27,0.86,0.02,49.48,85.98,0.99,2.91,0.36,11.11,5.99
1.0,5.84,0.14,0.15,6.06,0.04,32.23,124.11,0.99,3.06,0.61,9.89,5.98
1.0,8.09,0.2,0.28,0.72,0.02,48.99,86.57,0.99,2.92,0.36,11.08,6.03
1.0,5.68,0.22,0.22,16.55,0.04,39.36,111.87,1.0,3.23,0.48,9.01,6.0
1.0,7.49,0.34,0.24,5.33,0.03,4.92,34.3,0.99,3.01,0.36,11.79,4.03
1.0,6.52,0.64,0.27,4.35,0.03,19.79,79.42,0.99,3.11,0.62,12.88,5.98
1.0,6.99,0.48,0.12,4.51,0.05,22.21,84.49,0.99,2.86,0.35,9.03,5.02
1.0,7.61,0.36,0.34,3.04,0.03,42.49,163.68,0.99,3.01,0.33,12.41,6.01
1.0,7.02,0.48,0.12,4.53,0.05,22.94,86.48,0.99,2.86,0.36,9.0,4.98
1.0,6.59,0.64,0.28,4.48,0.03,19.53,77.78,0.99,3.11,0.62,12.88,6.03
1.0,8.01,0.25,0.27,9.7,0.04,22.23,84.58,0.99,2.99,0.36,11.23,5.98
1.0,7.61,0.38,0.28,4.07,0.03,6.37,111.71,0.99,3.0,0.41,12.63,6.01
1.0,6.91,0.26,0.27,4.14,0.03,19.4,79.14,0.99,3.12,0.39,11.48,5.99
1.0,7.75,0.15,0.34,1.14,0.04,31.0,91.43,0.99,3.07,0.72,11.26,6.97
1.0,8.02,0.25,0.28,9.75,0.04,14.46,85.93,0.99,2.99,0.36,11.21,5.98
1.0,6.9,0.26,0.27,2.79,0.03,19.97,80.25,0.99,3.12,0.39,11.52,6.01
0.6,5.86,0.57,-0.0,5.49,0.03,8.28,29.91,0.99,3.32,0.51,10.5,4.0
1.0,7.59,0.38,0.28,4.2,0.03,7.38,112.22,0.99,3.0,0.41,11.91,6.0
1.0,7.8,0.31,0.4,1.44,0.03,20.51,87.49,0.99,3.15,0.48,11.82,5.98
1.0,8.08,0.16,0.21,1.44,0.04,24.13,120.09,0.99,3.19,0.52,10.12,6.03
1.0,6.84,0.18,0.28,1.06,0.03,31.93,112.25,0.99,3.15,0.45,10.98,7.0
1.0,7.4,0.28,0.39,14.43,0.05,34.9,161.85,1.0,3.14,0.56,10.61,5.0
1.0,7.32,0.23,0.28,2.55,0.05,39.19,119.07,0.99,3.04,0.59,11.13,6.98
1.0,6.71,0.22,0.22,1.4,0.04,4.97,125.03,0.99,3.1,0.37,11.21,3.99
1.0,7.44,0.25,0.28,7.33,0.03,14.18,78.4,0.99,2.94,0.37,11.48,7.04
1.0,7.5,0.3,0.21,6.68,0.03,32.76,145.51,0.99,2.92,0.35,11.13,4.99
1.0,7.22,0.37,0.24,7.07,0.02,19.05,131.28,0.99,3.14,0.49,12.83,6.99
1.0,6.34,0.32,0.33,3.25,0.04,12.32,77.19,0.99,3.3,0.46,12.3,6.01
1.0,7.69,0.24,0.3,1.47,0.04,15.48,100.33,0.99,3.26,0.53,10.44,5.98
1.0,7.41,0.25,0.28,7.24,0.03,14.16,97.2,0.99,2.94,0.37,11.5,7.01
1.0,7.02,0.24,0.35,0.97,0.03,41.84,104.46,0.99,3.16,0.37,11.74,7.0
1.0,5.8,0.28,0.28,4.01,0.04,52.12,156.61,0.99,3.35,0.44,10.7,7.0
1.0,6.83,0.19,0.71,17.47,0.04,21.33,115.15,1.0,2.85,0.5,9.5,6.0
1.0,6.75,0.19,0.71,17.56,0.04,26.42,113.15,1.0,2.85,0.45,9.55,6.01
1.0,6.78,0.19,0.71,17.47,0.04,20.62,114.19,1.0,2.85,0.5,9.5,6.0
1.0,6.61,0.19,0.34,1.34,0.04,37.15,107.13,0.99,3.18,0.68,11.97,6.99
1.0,6.41,0.28,0.36,1.28,0.05,27.32,185.04,0.99,3.3,0.45,10.86,4.99
1.0,5.6,0.28,0.27,3.78,0.04,52.23,157.8,0.99,3.35,0.44,10.68,6.98
1.0,5.6,0.27,0.27,4.2,0.04,52.08,159.37,0.99,3.35,0.44,10.67,6.99
1.0,6.8,0.19,0.32,7.39,0.05,28.95,107.52,0.99,3.12,0.44,10.69,7.01
1.0,7.18,0.17,0.29,0.93,0.03,40.12,121.39,0.99,3.12,0.4,12.11,7.0
1.0,6.6,0.27,0.28,1.18,0.04,55.45,107.63,0.99,3.0,0.52,11.89,7.01
1.0,6.59,0.19,0.28,11.87,0.04,54.02,138.56,0.99,3.18,0.37,10.83,6.02
1.0,5.81,0.2,0.24,1.4,0.03,65.17,170.37,0.99,3.59,0.59,12.32,7.0
1.0,6.59,0.39,0.38,9.73,0.05,48.84,226.79,1.0,3.3,0.57,9.4,6.04
1.0,6.84,0.12,0.3,12.99,0.05,31.87,87.56,1.0,3.2,0.35,9.97,6.01
1.0,6.63,0.3,0.24,1.58,0.04,28.72,139.44,0.99,3.35,0.61,10.4,6.99
1.0,6.64,0.26,0.23,7.19,0.04,28.75,136.62,0.99,3.35,0.6,10.42,6.01
1.0,6.96,0.32,0.27,7.14,0.03,37.55,124.18,0.99,3.15,0.6,12.64,7.0
1.0,7.45,0.37,0.23,1.76,0.02,30.6,68.07,0.99,2.93,0.36,12.47,5.98
1.0,6.7,0.35,0.48,8.71,0.06,35.03,166.47,1.0,3.05,0.47,9.41,5.0
1.0,6.36,0.38,0.24,7.26,0.05,41.66,150.44,1.0,3.12,0.6,9.2,4.96
1.0,6.83,0.14,0.18,1.35,0.05,29.73,90.56,0.99,3.27,0.54,11.21,6.01
1.0,6.96,0.16,0.25,14.31,0.04,27.14,148.33,1.0,2.91,0.46,9.2,6.03
1.0,6.97,0.16,0.25,14.32,0.04,26.59,147.95,1.0,2.91,0.46,9.19,6.02
1.0,6.73,0.35,0.48,8.75,0.06,35.21,166.96,1.0,3.04,0.47,9.38,4.98
1.0,6.84,0.14,0.18,1.37,0.05,30.84,90.78,0.99,3.27,0.54,11.23,6.02
1.0,6.79,0.23,0.19,1.73,0.05,30.84,115.47,0.99,3.27,0.55,10.81,6.0
1.0,6.99,0.16,0.25,14.42,0.04,26.82,147.8,1.0,2.91,0.46,9.22,6.0
1.0,7.19,0.24,0.3,1.2,0.04,11.48,95.49,0.99,2.96,0.36,12.48,6.03
1.0,7.73,0.32,0.61,11.68,0.04,65.49,187.29,1.0,3.0,0.54,9.29,5.02
1.0,7.01,0.27,0.33,1.01,0.04,19.43,116.17,0.99,3.21,0.5,11.42,5.0
1.0,7.06,0.27,0.24,12.6,0.04,48.1,118.22,1.0,3.04,0.56,10.0,7.02
1.0,6.81,0.45,0.28,25.95,0.03,26.81,122.48,1.0,3.06,0.42,10.63,5.98
1.0,6.29,0.21,0.26,4.71,0.04,108.73,167.51,0.99,3.07,0.75,10.71,7.0
1.0,7.2,0.24,0.3,1.21,0.04,11.33,94.23,0.99,2.96,0.36,12.46,6.01
1.0,6.81,0.45,0.28,26.1,0.06,26.17,121.62,1.0,3.06,0.42,10.63,5.98
1.0,6.6,0.35,0.28,6.19,0.03,12.21,92.91,0.99,3.19,0.27,12.78,7.0
1.0,7.69,0.32,0.61,11.82,0.04,60.81,186.8,1.0,3.0,0.54,9.29,5.02
1.0,6.98,0.29,0.34,1.01,0.04,20.71,117.88,0.99,3.21,0.5,12.22,5.02
1.0,6.39,0.37,0.2,5.75,0.12,60.75,182.61,0.99,3.24,0.43,9.53,4.97
1.0,6.34,0.38,0.2,5.41,0.12,57.21,182.73,0.99,3.24,0.43,9.48,6.01
1.0,6.42,0.36,0.2,5.68,0.12,61.13,171.83,0.99,3.24,0.43,9.53,5.99
1.0,6.6,0.3,0.25,10.31,0.04,21.28,123.34,0.99,3.05,0.38,10.79,5.99
1.0,6.46,0.21,0.51,17.71,0.04,34.71,125.05,1.0,3.2,0.47,8.83,5.99
1.0,6.65,0.3,0.25,7.96,0.04,25.88,121.77,0.99,3.06,0.38,10.76,5.99
1.0,7.6,0.31,0.28,8.7,0.04,56.99,156.76,0.99,3.08,0.38,11.02,7.01
1.0,5.83,0.58,-0.01,1.47,0.02,32.47,97.25,0.99,3.29,0.38,12.38,6.02
1.0,6.53,0.26,0.39,1.37,0.02,11.58,66.99,0.99,3.25,0.75,12.06,6.96
1.0,8.7,0.31,0.34,4.76,0.02,22.92,127.82,0.99,3.11,0.5,11.19,7.02
1.0,6.39,0.29,0.32,2.34,0.01,30.93,88.94,0.99,3.24,0.66,12.53,6.98
1.0,6.69,0.13,0.32,3.77,0.02,31.83,98.06,0.99,3.12,0.44,10.02,6.03
1.0,6.87,0.19,0.33,5.0,0.05,41.76,128.97,0.99,3.11,0.56,10.99,6.01
1.0,6.01,0.25,0.4,5.72,0.05,55.42,153.08,0.99,3.16,0.88,10.5,5.99
1.0,5.99,0.26,0.35,5.61,0.05,56.31,152.65,0.99,3.16,0.88,10.52,6.0
1.0,6.75,0.19,0.33,4.89,0.05,42.11,129.61,0.99,3.12,0.56,10.97,5.99
1.0,6.37,0.24,0.23,2.0,0.05,29.61,131.24,0.99,3.12,0.54,11.4,7.0
1.0,6.33,0.18,0.28,5.28,0.04,50.59,137.54,0.99,3.15,0.44,11.28,6.04
1.0,7.15,0.33,0.22,4.38,0.03,10.02,72.42,0.99,2.98,0.47,12.21,6.99
1.0,6.43,0.29,0.25,3.23,0.04,31.15,93.6,0.99,2.9,0.66,12.61,7.03
1.0,7.27,0.25,0.25,6.53,0.03,29.64,138.01,0.99,2.9,0.37,11.07,5.04
1.0,6.98,0.29,0.37,1.67,0.03,33.39,125.57,0.99,3.26,0.46,12.29,5.97
1.0,6.91,0.19,0.6,4.14,0.04,5.76,123.03,0.99,2.92,0.59,10.41,4.0
1.0,6.32,0.32,0.16,17.82,0.06,51.84,189.47,1.0,3.13,0.48,8.94,6.02
1.0,6.62,0.08,0.33,1.35,0.04,16.53,110.03,0.99,3.27,0.61,9.54,5.97
1.0,6.31,0.32,0.17,17.69,0.06,50.57,191.13,1.0,3.13,0.48,8.8,6.01
1.0,6.83,0.18,0.32,7.3,0.05,16.95,109.64,0.99,3.42,0.44,10.4,6.02
1.0,6.8,0.52,0.26,5.8,0.04,27.19,129.11,0.99,3.11,0.27,13.06,7.02
1.0,7.1,0.28,0.28,8.44,0.03,24.83,192.03,0.99,3.16,0.46,12.2,7.03
1.0,5.72,0.15,0.47,11.44,0.03,48.82,128.17,0.99,3.03,0.34,10.54,8.02
1.0,5.82,0.27,0.3,5.34,0.04,40.72,149.86,0.99,3.33,0.42,10.77,7.03
1.0,5.43,0.53,0.16,2.56,0.04,34.3,126.52,0.99,3.2,0.53,13.18,7.99
1.0,5.78,0.32,0.28,4.43,0.03,45.88,116.13,0.99,3.16,0.57,12.99,8.01
1.0,6.73,0.22,0.39,1.13,0.05,26.05,151.53,0.99,3.5,0.47,9.94,5.99
1.0,6.09,0.6,0.12,1.87,0.05,10.74,74.79,0.99,3.42,0.48,10.42,3.99
1.0,6.51,0.26,0.31,1.29,0.03,28.85,144.54,0.99,3.16,0.54,12.4,6.02
1.0,4.99,0.29,0.53,5.96,0.04,53.87,153.64,0.99,3.27,0.34,12.85,7.99
1.0,5.36,0.53,0.16,2.78,0.04,33.72,128.68,0.99,3.21,0.53,13.21,8.01
1.0,6.79,0.21,0.26,11.84,0.04,60.67,152.04,1.0,3.02,0.56,10.47,7.0
1.0,5.81,0.33,0.28,4.41,0.03,45.88,113.9,0.99,3.16,0.57,13.0,8.0
1.0,6.52,0.27,0.26,11.09,0.03,2.12,79.65,0.99,3.07,0.36,11.23,4.99
1.0,5.87,0.37,0.32,1.58,0.03,40.25,104.15,0.99,3.41,0.55,12.65,7.01
1.0,6.24,0.33,0.18,11.6,0.04,60.76,154.67,1.0,3.14,0.51,9.4,6.0
1.0,6.81,0.3,0.29,6.3,0.02,30.53,94.98,0.99,3.04,0.32,12.9,6.99
1.0,7.3,0.41,0.29,1.74,0.03,24.55,73.48,0.99,2.96,0.34,12.99,7.99
1.0,5.4,0.29,0.3,1.24,0.03,25.01,92.98,0.99,3.3,0.4,13.58,7.0
1.0,6.52,0.34,0.2,0.91,0.05,26.08,111.64,0.99,3.32,0.55,9.1,5.01
1.0,5.63,0.26,0.19,1.98,0.05,41.72,166.66,0.99,3.25,0.43,10.37,6.01
1.0,5.28,0.31,0.3,1.08,0.03,25.29,91.01,0.99,3.31,0.4,13.6,6.96
1.0,6.91,0.58,0.58,8.34,0.03,28.88,168.8,0.99,3.28,0.44,12.18,6.0
1.0,7.18,0.23,0.25,18.92,0.09,19.36,141.24,1.0,3.14,0.51,8.68,4.99
1.0,7.11,0.2,0.27,9.66,0.04,19.83,105.23,0.99,3.07,0.36,10.49,6.98
1.0,6.78,0.15,0.41,12.73,0.04,79.94,183.63,1.0,3.24,0.78,10.22,6.01
1.0,7.0,0.22,0.26,9.13,0.03,31.07,121.28,0.99,3.06,0.34,12.5,7.97
1.0,6.4,0.16,0.44,1.06,0.05,39.52,121.35,0.99,3.11,0.75,11.29,7.01
1.0,6.78,0.15,0.41,12.76,0.04,79.75,181.93,1.0,3.22,0.78,10.16,6.01
1.0,6.79,0.15,0.4,12.98,0.04,80.06,184.77,1.0,3.24,0.78,10.19,6.0
1.0,7.59,0.3,0.3,1.5,0.09,30.55,175.73,0.99,3.09,0.5,9.79,5.01
1.0,5.99,0.17,0.27,11.87,0.03,38.31,99.8,0.99,3.13,0.34,10.03,4.99
1.0,7.05,0.21,0.35,2.29,0.04,41.33,184.66,0.99,3.32,0.56,12.52,5.99
1.0,6.99,0.22,0.26,8.98,0.03,37.25,122.81,0.99,3.05,0.34,11.74,8.0
1.0,5.6,0.21,0.24,4.53,0.03,36.64,150.49,0.99,3.3,0.31,11.52,7.0
1.0,7.42,0.22,0.26,8.94,0.03,23.19,111.71,0.99,2.98,0.41,11.42,6.01
1.0,7.09,0.2,0.27,9.58,0.04,18.56,104.33,0.99,3.04,0.37,10.48,6.98
1.0,6.81,0.31,0.31,8.0,0.03,33.08,123.15,0.99,3.13,0.63,12.58,7.01
1.0,7.22,0.23,0.26,18.7,0.08,18.56,110.08,1.0,3.11,0.51,8.73,4.97
1.0,6.43,0.15,0.4,1.44,0.05,60.64,147.97,0.99,3.17,0.68,11.22,5.96
1.0,6.31,0.22,0.34,1.31,0.04,31.58,95.24,0.99,3.06,0.74,11.61,6.0
1.0,7.6,0.3,0.37,1.56,0.09,27.16,178.91,0.99,3.09,0.5,9.8,4.99
1.0,6.98,0.3,0.27,1.52,0.08,24.23,145.75,0.99,3.1,0.52,9.52,5.04
1.0,6.63,0.26,0.22,18.24,0.05,23.4,140.06,1.0,3.06,0.5,9.24,5.0
1.0,7.48,0.24,0.31,12.31,0.05,25.97,180.13,1.0,3.05,0.52,9.08,5.98
1.0,7.5,0.24,0.31,13.11,0.05,26.01,179.29,1.0,3.05,0.53,9.12,6.01
1.0,7.51,0.24,0.31,13.13,0.05,26.46,180.59,1.0,3.05,0.53,9.09,6.0
1.0,7.5,0.24,0.3,13.19,0.05,25.92,184.08,1.0,3.05,0.53,9.12,6.0
1.0,6.59,0.15,0.34,1.12,0.04,45.34,78.04,0.99,2.96,0.5,11.69,6.03
1.0,6.66,0.34,0.43,1.48,0.04,28.67,114.23,0.99,3.23,0.44,12.64,6.0
1.0,7.69,0.35,0.46,11.47,0.09,61.48,184.33,1.0,2.86,0.47,8.99,5.01
1.0,6.7,0.31,0.09,1.56,0.04,52.76,143.42,0.99,3.12,0.44,10.08,4.98
1.0,4.69,0.67,0.09,0.95,0.02,5.05,9.37,0.99,3.33,0.34,13.59,4.98
1.0,7.52,0.24,0.31,12.31,0.05,25.74,180.13,1.0,3.05,0.53,9.1,5.99
1.0,6.33,0.2,0.18,10.62,0.04,57.23,158.99,1.0,3.09,0.54,9.2,4.99
1.0,6.57,0.28,0.24,10.34,0.05,45.1,190.21,1.0,3.12,0.51,8.77,5.0
1.0,8.5,0.24,0.3,1.29,0.03,34.07,94.07,0.99,2.83,0.36,10.97,4.0
1.0,6.8,0.22,0.26,1.35,0.04,28.34,182.16,0.99,3.04,0.35,11.19,4.99
1.0,6.3,0.18,0.29,3.25,0.05,19.95,117.01,0.99,3.11,0.52,9.22,6.04
1.0,6.6,0.26,0.22,18.0,0.05,23.13,138.11,1.0,3.06,0.5,9.21,4.96
1.0,6.62,0.3,0.45,7.85,0.04,54.06,198.39,1.0,3.18,0.48,9.5,5.02
1.0,6.36,0.34,0.27,2.55,0.02,39.85,151.7,0.99,3.35,0.6,11.89,7.01
1.0,7.68,0.3,0.23,2.02,0.07,27.93,139.3,0.99,3.11,0.62,9.63,5.0
1.0,7.69,0.31,0.24,2.04,0.07,28.75,132.68,0.99,3.11,0.62,9.78,5.0
1.0,5.67,0.26,0.28,6.94,0.04,46.07,150.54,0.99,3.35,0.44,10.79,7.0
1.0,5.39,0.25,0.33,1.22,0.05,29.08,122.42,0.99,3.37,0.66,11.29,6.0
1.0,6.61,0.26,0.28,9.57,0.04,35.72,121.75,0.99,3.17,0.34,11.18,6.03
1.0,4.79,0.17,0.28,2.83,0.03,21.43,110.66,0.99,3.21,0.34,11.27,7.01
1.0,6.25,0.2,0.33,5.31,0.03,21.29,73.22,0.99,3.37,0.48,13.47,7.01
1.0,7.47,0.28,0.41,1.58,0.04,11.24,125.84,0.99,3.28,0.45,10.26,5.01
1.0,6.17,0.22,0.2,20.87,0.04,57.54,183.61,1.0,3.11,0.53,9.02,5.99
1.0,7.52,0.27,0.41,1.24,0.04,11.63,126.87,0.99,3.28,0.45,10.29,5.02
1.0,6.52,0.19,0.34,1.41,0.03,38.75,118.29,0.99,3.21,0.68,12.48,6.01
1.0,5.94,0.21,0.29,13.25,0.04,27.71,124.9,1.0,3.39,0.45,8.57,5.02
1.0,6.08,0.22,0.46,1.79,0.16,34.47,74.33,0.99,3.19,0.33,12.39,6.0
1.0,6.5,0.32,0.48,7.83,0.03,17.58,89.1,0.99,3.22,0.78,12.72,4.0
1.0,7.09,0.21,0.72,1.57,0.17,65.2,119.53,0.99,2.97,0.51,9.21,5.01
1.0,5.58,0.26,0.18,1.43,0.03,17.88,135.01,0.99,3.32,0.35,10.19,6.02
1.0,7.02,0.15,0.28,14.72,0.05,28.7,149.74,1.0,2.96,0.39,9.04,6.99
1.0,7.0,0.15,0.28,14.67,0.05,28.53,148.83,1.0,2.96,0.4,9.04,7.01
1.0,7.01,0.15,0.28,14.75,0.05,28.86,147.75,1.0,2.96,0.39,9.03,7.0
1.0,6.99,0.15,0.27,14.72,0.05,28.93,148.79,1.0,2.96,0.39,8.99,7.0
1.0,7.0,0.15,0.28,14.86,0.05,28.7,147.91,1.0,2.96,0.39,9.03,7.0
1.0,7.01,0.15,0.28,14.68,0.05,29.23,149.6,1.0,2.96,0.39,9.03,7.03
1.0,7.0,0.15,0.27,14.73,0.05,29.01,149.66,1.0,2.96,0.39,9.04,7.0
1.0,7.4,0.27,0.28,1.94,0.03,45.11,119.13,0.99,3.02,0.4,11.87,4.99
1.0,6.77,0.22,0.3,10.63,0.07,42.33,193.87,1.0,2.89,0.42,8.97,5.98
1.0,6.22,0.33,0.25,11.7,0.05,47.15,135.84,1.0,3.3,0.51,9.05,4.98
1.0,6.67,0.28,0.29,7.02,0.05,40.54,145.5,0.99,3.43,0.59,10.98,6.0
1.0,5.5,0.17,0.23,2.83,0.04,9.98,106.1,0.99,3.28,0.5,10.0,4.98
1.0,6.49,0.26,0.33,1.32,0.05,24.76,184.8,0.99,3.29,0.46,10.69,5.0
1.0,6.61,0.27,0.33,1.49,0.04,24.25,182.92,0.99,3.28,0.46,10.65,5.0
1.0,5.39,0.46,0.15,1.95,0.03,29.01,131.16,0.99,3.39,0.77,13.37,8.0
1.0,7.74,0.18,0.32,7.64,0.01,47.14,123.47,0.99,3.03,0.39,10.99,5.99
1.0,5.5,0.17,0.26,2.93,0.04,10.02,107.68,0.99,3.27,0.5,10.01,5.06
1.0,6.47,0.26,0.34,1.31,0.05,25.45,184.54,0.99,3.29,0.46,10.71,5.02
1.0,6.59,0.27,0.32,1.18,0.04,24.08,182.91,0.99,3.29,0.46,10.69,4.98
1.0,7.79,0.19,0.32,7.35,0.02,47.0,123.52,0.99,2.99,0.39,11.03,6.0
1.0,7.74,0.21,0.32,5.02,0.02,30.77,102.28,0.99,2.99,0.39,11.01,6.0
1.0,6.1,0.17,0.28,2.45,0.03,21.6,98.05,0.99,3.16,0.37,11.1,7.0
1.0,7.39,0.2,0.35,5.9,0.03,10.55,39.24,0.99,2.79,0.52,10.86,5.02
1.0,6.72,0.39,0.24,2.64,0.02,21.94,78.81,0.99,3.04,0.37,11.51,5.02
1.0,5.39,0.46,0.15,2.15,0.03,28.85,128.79,0.99,3.39,0.77,13.38,7.99
1.0,6.93,0.39,0.17,12.77,0.03,58.87,186.3,1.0,3.08,0.49,9.39,4.99
1.0,6.87,0.4,0.17,12.91,0.03,59.33,184.73,1.0,3.08,0.49,9.37,5.01
1.0,6.92,0.4,0.25,12.82,0.03,58.57,185.26,1.0,3.08,0.49,9.42,5.01
1.0,6.36,0.24,0.29,13.63,0.04,53.36,133.72,1.0,3.17,0.38,10.6,6.0
1.0,6.91,0.4,0.17,12.86,0.03,59.14,185.57,1.0,3.08,0.49,9.39,5.01
1.0,7.42,0.27,0.31,2.41,0.01,15.67,142.59,0.99,3.02,0.65,11.99,4.03
1.0,6.1,0.27,0.28,9.97,0.04,60.85,124.43,0.99,3.13,0.42,10.15,6.01
1.0,6.33,0.24,0.29,13.63,0.04,52.91,131.77,1.0,3.17,0.38,10.63,5.97
1.0,4.99,0.61,0.12,1.44,0.01,65.32,100.3,0.99,3.26,0.37,13.47,4.98
1.0,6.68,0.42,0.39,12.17,0.05,61.47,246.52,1.0,3.3,0.58,9.68,5.01
1.0,6.5,0.33,0.28,5.98,0.02,41.0,103.06,0.99,3.09,0.32,12.18,5.99
1.0,6.91,0.32,0.31,7.78,0.04,28.82,121.55,0.99,3.16,0.56,12.28,4.99
1.0,6.54,0.33,0.28,6.16,0.04,40.52,103.82,0.99,3.23,0.32,12.21,5.99
1.0,6.31,0.15,0.3,1.18,0.02,37.99,100.46,0.99,3.42,0.57,11.37,6.99
1.0,6.5,0.32,0.45,7.61,0.02,30.68,95.25,0.99,3.2,0.7,12.15,6.99
1.0,6.65,0.42,0.39,12.0,0.04,61.14,248.98,1.0,3.31,0.58,9.7,4.98
1.0,7.64,0.27,0.3,9.15,0.02,22.72,96.3,0.99,3.11,0.29,10.99,6.03
1.0,6.4,0.27,0.45,8.25,0.04,51.9,195.23,1.0,3.18,0.48,9.49,5.0
1.0,6.45,0.24,0.27,17.47,0.06,28.67,140.62,1.0,3.2,0.49,10.09,6.0
1.0,5.59,0.19,0.31,2.79,0.03,10.78,100.47,0.99,3.46,0.4,13.22,7.03
1.0,7.38,0.29,0.48,12.68,0.04,61.58,180.04,1.0,3.02,0.34,8.81,5.02
1.0,6.4,0.34,0.4,8.31,0.04,53.33,199.97,1.0,3.18,0.48,9.48,5.0
1.0,6.6,0.27,0.52,8.03,0.04,53.09,201.28,1.0,3.18,0.48,9.49,4.99
1.0,6.56,0.26,0.52,8.13,0.05,46.62,191.26,1.0,3.16,0.47,9.52,6.0
1.0,6.42,0.28,0.45,8.24,0.05,52.38,194.83,1.0,3.18,0.48,9.5,4.97
1.0,6.48,0.26,0.5,8.0,0.05,45.69,195.92,1.0,3.18,0.47,9.49,5.0
1.0,6.8,0.25,0.31,11.89,0.04,52.21,132.48,1.0,3.03,0.58,10.42,6.02
1.0,6.31,0.32,0.26,11.71,0.05,63.13,170.44,1.0,3.14,0.55,9.88,5.99
1.0,5.51,0.25,0.45,1.68,0.06,21.69,112.41,0.99,3.23,0.48,10.0,4.99
1.0,6.49,0.24,0.27,17.3,0.06,29.0,133.67,1.0,3.2,0.54,10.12,6.01
1.0,6.57,0.13,0.29,13.88,0.06,32.88,95.4,1.0,3.17,0.39,9.41,6.02
1.0,7.0,0.39,0.21,10.77,0.1,13.25,90.88,1.0,3.03,0.47,9.34,4.99
1.0,7.88,0.21,0.39,1.99,0.06,20.78,137.51,0.99,3.05,0.51,10.87,5.0
1.0,7.03,0.3,0.28,2.24,0.04,21.57,177.97,0.99,3.19,0.57,11.4,4.98
1.0,8.1,0.2,0.3,1.32,0.04,6.57,49.7,0.99,2.99,0.73,10.32,4.98
1.0,8.32,0.19,0.3,1.14,0.03,20.35,60.12,0.99,3.02,0.51,10.98,6.0
1.0,7.9,0.21,0.39,2.03,0.06,21.79,136.83,0.99,3.05,0.52,10.6,5.02
1.0,7.16,0.17,0.34,6.56,0.04,15.68,110.12,0.99,2.99,0.4,10.8,5.98
1.0,7.04,0.39,0.21,10.7,0.1,13.2,91.13,1.0,3.03,0.47,9.3,5.01
1.0,6.79,0.21,0.62,6.4,0.04,6.81,113.5,0.99,2.96,0.59,10.16,5.02
1.0,7.19,0.17,0.34,6.26,0.04,15.93,111.12,0.99,2.99,0.4,10.78,6.0
1.0,6.81,0.25,0.34,15.16,0.06,41.74,166.17,1.0,3.24,0.52,10.51,2.97
1.0,7.15,0.28,0.38,1.97,0.05,22.79,155.47,0.99,3.13,0.52,11.09,4.99
1.0,7.88,0.22,0.39,2.01,0.06,21.08,139.94,0.99,3.05,0.5,10.93,4.98
1.0,7.01,0.27,0.28,2.27,0.04,21.23,176.64,0.99,3.2,0.57,11.4,5.01
1.0,7.4,0.34,0.28,11.99,0.05,31.34,149.46,1.0,3.22,0.49,10.32,4.99
1.0,6.31,0.43,0.32,8.76,0.03,18.02,105.78,0.99,3.28,0.33,12.94,7.0
1.0,6.83,0.41,0.3,8.79,0.04,28.35,170.46,1.0,3.12,0.59,9.94,4.98
1.0,6.26,0.4,0.24,5.04,0.04,43.01,130.13,0.99,3.24,0.44,11.28,6.01
1.0,5.11,0.36,0.26,6.85,0.03,35.51,120.05,0.99,3.38,0.39,11.46,6.0
1.0,5.08,0.35,0.26,6.71,0.03,35.46,121.99,0.99,3.38,0.4,11.57,5.98
1.0,6.93,0.28,0.28,12.17,0.04,51.96,139.5,1.0,3.03,0.56,10.4,5.99
1.0,7.02,0.33,0.28,5.66,0.03,38.77,202.2,0.99,3.17,0.64,12.54,6.01
1.0,7.25,0.24,0.3,2.61,0.04,30.58,102.75,0.99,3.04,0.56,11.25,7.0
1.0,6.68,0.46,0.21,3.96,0.03,11.69,87.49,0.99,3.26,0.54,13.03,6.02
1.0,5.07,0.35,0.26,6.82,0.03,36.3,121.06,0.99,3.38,0.4,11.47,6.0
1.0,5.09,0.23,0.18,1.08,0.05,13.36,98.7,0.99,3.22,0.39,11.48,4.99
1.0,6.27,0.4,0.24,5.16,0.04,42.29,131.4,0.99,3.24,0.44,11.3,6.02
1.0,7.08,0.44,0.23,5.69,0.04,24.21,100.85,0.99,3.14,0.58,13.22,7.02
1.0,6.03,0.26,0.31,10.56,0.03,23.19,110.83,0.99,3.46,0.27,11.52,7.04
1.0,6.81,0.31,0.18,3.43,0.09,29.92,130.34,0.99,2.84,0.44,9.59,5.0
1.0,6.72,0.31,0.18,3.59,0.09,30.37,129.35,0.99,2.83,0.43,9.61,5.0
1.0,7.03,0.14,0.29,16.29,0.06,45.47,111.04,1.0,3.15,0.37,9.7,6.01
1.0,6.46,0.41,0.22,4.9,0.05,48.55,142.75,1.0,3.14,0.63,9.21,4.98
