type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,cluster,pc1,pc2
1.0,5.94,0.24,0.33,2.47,0.02,30.94,83.36,0.99,3.13,0.5,11.31,6.99,2,0.9542448073471396,-1.7397138001740693
1.0,6.81,0.29,0.34,3.68,0.05,25.9,189.13,0.99,3.43,0.58,10.38,4.98,2,0.68383170945908,-0.8179713055999076
1.0,6.3,0.33,0.42,17.29,0.04,57.15,171.83,1.0,3.26,0.57,9.41,6.0,0,2.0069489288899645,2.193907601506442
1.0,6.54,0.23,0.45,2.13,0.03,42.95,103.67,0.99,3.02,0.51,11.31,5.97,2,1.3517162838938532,-1.0452384223566882
1.0,6.28,0.27,0.29,12.12,0.04,58.67,197.3,1.0,3.14,0.4,8.86,6.02,0,2.4516610501051965,1.8789023541499967
1.0,6.28,0.2,0.37,11.93,0.04,57.99,129.31,1.0,3.2,0.35,10.79,4.99,0,2.1297029078565943,0.8102596889498314
1.0,6.17,0.33,0.41,16.86,0.04,58.04,172.86,1.0,3.25,0.57,9.36,6.02,0,2.038985531626907,2.1621081503260617
1.0,6.27,0.33,0.42,17.17,0.04,57.25,169.92,1.0,3.26,0.57,9.37,5.99,0,1.9953661645153378,2.1880938030217774
1.0,7.02,0.21,1.0,1.21,0.15,46.25,114.73,0.99,2.95,0.43,9.2,6.01,2,1.1335262181665955,1.620709437806853
1.0,6.0,0.27,0.3,14.63,0.04,47.37,144.84,1.0,3.12,0.53,10.27,6.0,0,1.7866266262437427,1.3130449519145428
1.0,5.7,0.12,0.26,5.31,0.03,21.19,100.5,0.99,3.09,0.57,9.93,6.02,2,1.1537226363706243,-0.99023708898051
1.0,6.89,0.24,0.34,5.99,0.03,38.27,114.3,0.99,3.2,0.34,12.39,5.99,2,1.4431705756068722,-1.6382360555235767
1.0,7.69,0.18,0.53,1.22,0.04,42.28,167.36,0.99,3.11,0.44,11.88,4.98,2,1.637632811063149,-0.8955587143363489
1.0,7.12,0.17,0.43,1.23,0.02,33.09,131.57,0.99,3.11,0.56,11.71,5.97,2,1.1911479428526213,-1.3609982736284174
1.0,6.92,0.33,0.38,8.61,0.13,49.05,198.05,1.0,2.98,0.58,9.4,5.0,0,0.9720257254407292,2.603176935548016
1.0,7.5,0.32,0.38,8.72,0.13,49.14,198.55,1.0,2.98,0.57,9.36,4.99,0,0.9113090176805029,2.742309280618358
1.0,5.6,0.2,0.66,10.2,0.04,78.02,175.36,0.99,2.98,0.43,10.38,6.99,0,3.5549353455097963,0.7771032398312651
1.0,7.61,0.17,0.36,4.44,0.04,26.04,97.62,0.99,3.09,0.47,9.46,5.01,2,0.8980304729480013,-0.2791894176236531
1.0,5.8,0.15,0.31,5.88,0.04,23.12,71.9,0.99,3.2,0.43,11.92,6.02,2,0.9725410551834271,-1.9142334274671107
1.0,6.33,0.24,0.44,1.64,0.02,35.76,115.93,0.99,3.18,0.4,12.47,6.02,2,1.3635803101598754,-2.0252804374257
1.0,6.9,0.28,0.41,1.47,0.02,6.22,89.69,0.99,3.16,0.4,13.41,5.0,2,0.36336813485380054,-2.710626204898576
1.0,7.22,0.27,0.37,5.31,0.03,26.91,113.38,0.99,3.13,0.84,12.06,5.01,2,0.2140787532500065,-1.0214724335118017
1.0,6.21,0.25,0.38,7.92,0.04,53.38,209.29,1.0,3.17,0.47,9.11,5.02,0,2.1736821462875295,1.5461644617541024
1.0,8.23,0.19,0.48,1.08,0.03,23.07,56.67,0.99,2.9,0.5,10.45,6.0,2,0.5279021976328165,-0.6274923737369097
1.0,6.21,0.25,0.54,7.15,0.05,58.36,176.66,0.99,3.19,0.7,10.43,4.96,2,1.83945580093193,0.3199078058668216
1.0,6.2,0.25,0.53,7.12,0.05,58.17,176.31,0.99,3.26,0.7,10.42,5.02,2,1.742372028924484,0.2119025714297207
1.0,6.82,0.28,0.44,7.54,0.03,29.67,110.36,0.99,3.08,0.59,12.52,7.99,2,1.0042888539004176,-1.1451551190896052
1.0,6.25,0.25,0.54,6.92,0.05,58.43,173.68,0.99,3.19,0.7,10.39,4.95,2,1.7998574831231064,0.3157574800796892
1.0,7.01,0.15,0.38,15.36,0.04,54.22,119.98,1.0,3.17,0.42,9.78,6.0,0,2.0715265613063725,1.6868219270794147
1.0,7.37,0.21,0.8,12.41,0.04,76.73,184.09,1.0,2.95,0.48,8.99,5.02,0,3.1452784428345812,3.2623955084290257
1.0,6.05,0.18,0.38,2.29,0.03,27.96,110.71,0.99,3.16,0.49,12.37,6.0,2,1.1131633059525226,-2.014867584859262
1.0,6.98,0.54,0.43,6.18,0.03,6.18,76.35,0.99,3.08,0.5,12.5,7.99,2,-0.21288473189411558,-1.5992001600567636
1.0,6.83,0.28,0.43,7.73,0.03,30.02,110.94,0.99,3.08,0.59,12.49,8.0,2,1.0156325578905083,-1.1237232576952974
1.0,6.47,0.35,0.38,10.17,0.03,19.85,83.22,0.99,3.1,0.43,12.09,7.04,2,0.9086962865163588,-1.2608360920875752
1.0,7.52,0.25,0.47,4.06,0.04,94.78,162.96,0.99,2.92,0.6,11.27,6.0,2,2.54099030579766,0.4227779515933447
1.0,6.61,0.25,0.32,8.54,0.04,29.22,140.7,1.0,3.28,0.6,10.44,4.98,0,0.6944426206966797,0.5379989221327066
1.0,6.4,0.15,0.28,1.6,0.04,23.02,87.97,0.99,3.11,0.46,12.2,7.0,2,0.7604585781188187,-2.1025539374855624
1.0,6.3,0.28,0.3,3.06,0.04,23.6,117.57,0.99,3.05,0.43,8.59,5.0,2,1.032428736372658,-0.31437300049837863
1.0,6.18,0.25,0.38,8.06,0.05,53.65,209.32,1.0,3.17,0.46,9.1,5.01,0,2.1266871110255674,1.6252814528897577
1.0,7.11,0.28,0.35,3.57,0.03,35.57,118.37,0.99,2.97,0.33,12.08,5.01,2,1.4683537697798572,-1.369791995513491
1.0,6.59,0.35,0.34,4.04,0.03,21.47,126.36,0.99,3.32,0.81,11.99,5.01,2,-0.10765416546677438,-1.534528056116175
1.0,8.49,0.19,0.48,1.23,0.03,22.75,59.17,0.99,2.9,0.5,10.51,6.01,2,0.495481786364301,-0.5786442453728536
1.0,6.18,0.25,0.54,6.94,0.05,57.57,175.46,0.99,3.19,0.7,10.39,4.98,2,1.8109891170792227,0.29952653744075974
1.0,5.99,0.35,0.51,1.08,0.03,10.03,101.63,0.99,3.46,0.42,11.87,6.0,2,0.17366968944092578,-2.3562026134497396
1.0,5.78,0.31,0.32,4.5,0.03,28.16,95.21,0.99,3.25,0.52,13.61,6.99,2,0.6438962682062747,-2.5738476459062314
1.0,6.6,0.17,0.35,2.61,0.03,29.83,78.77,0.99,3.23,0.72,11.26,6.01,2,0.3267767245795117,-1.4422721473528393
1.0,8.52,0.23,0.4,9.91,0.04,24.14,88.68,1.0,3.02,0.42,10.45,5.99,0,0.6741998288132923,1.098258353322058
1.0,5.84,0.3,0.32,4.5,0.02,27.75,94.08,0.99,3.25,0.52,13.71,7.02,2,0.7204492574719622,-2.6888394104635363
1.0,6.09,0.2,0.34,9.57,0.04,37.22,200.19,0.99,3.14,0.44,10.14,3.02,2,2.3371118784064686,-0.08265540900108675
1.0,6.29,0.37,0.37,1.64,0.03,12.16,74.0,0.99,3.24,0.39,12.3,6.04,2,0.12683131490989252,-2.4335201224973417
1.0,6.23,0.36,0.38,3.35,0.03,19.61,87.46,0.99,3.07,0.32,12.04,7.0,2,0.8441555895484935,-1.9061200406399714
1.0,6.56,0.17,0.29,2.74,0.03,33.61,79.04,0.99,3.21,0.72,11.32,6.0,2,0.3879189102868465,-1.4836655906546545
1.0,7.62,0.27,0.52,3.16,0.04,27.49,151.6,0.99,3.11,0.53,11.42,5.98,2,0.984957449957321,-0.6803980539682231
1.0,6.98,0.25,0.45,2.19,0.05,40.23,104.41,0.99,3.16,0.48,11.9,7.0,2,0.8842328669335148,-1.2600695786291036
1.0,9.65,0.23,0.49,2.09,0.03,2.95,16.9,0.99,2.85,0.54,10.0,6.01,2,-0.4655927833331732,-0.28609372586609305
1.0,9.7,0.24,0.49,5.11,0.03,3.25,16.87,0.99,2.85,0.54,10.01,6.0,2,-0.3316236780928171,-0.02131824637734296
1.0,6.82,0.13,0.39,1.61,0.04,19.04,101.17,0.99,3.24,0.6,11.29,7.0,2,0.43750273335488904,-1.5292017310948427
1.0,5.17,0.33,0.27,6.69,0.02,44.08,129.05,0.99,3.36,0.39,10.96,7.01,2,1.6166610488010822,-1.562308695223619
1.0,6.7,0.34,0.4,2.19,0.03,34.17,111.03,0.99,2.96,0.48,12.2,7.02,2,1.0293431446440537,-1.4212553262027245
1.0,6.68,0.14,0.51,4.47,0.03,57.01,124.42,0.99,2.91,0.54,10.69,6.98,2,2.2109100725180784,-0.12107624044941336
1.0,6.97,0.26,0.34,11.05,0.04,25.11,85.23,0.99,3.11,0.34,10.92,5.99,2,1.2398161967517751,-0.6501168220764041
1.0,6.5,0.29,0.26,6.97,0.04,18.14,113.36,0.99,3.17,0.38,10.2,5.99,2,0.9219971626584199,-0.922760639404129
1.0,7.02,0.25,0.45,2.35,0.04,39.66,116.89,0.99,3.16,0.48,11.88,7.02,2,1.050829520428385,-1.2686039136025524
1.0,7.63,0.21,0.49,2.51,0.05,24.29,130.18,0.99,3.15,0.48,11.1,4.98,2,0.8054856373923288,-0.795298498714998
1.0,7.7,0.27,0.51,2.58,0.05,25.99,160.83,0.99,3.13,0.5,11.2,6.04,2,0.9220011576763804,-0.5981884057202398
1.0,7.62,0.27,0.52,3.22,0.04,43.65,153.08,0.99,3.02,0.53,11.36,6.0,2,1.421311378043815,-0.35750936811544276
1.0,7.72,0.25,0.49,2.47,0.05,31.0,168.72,0.99,3.07,0.57,10.61,5.95,2,1.0462987465375917,-0.178671420375183
1.0,7.59,0.35,0.47,14.67,0.05,33.14,151.1,1.0,3.03,0.53,10.26,5.0,0,1.2373993825858074,1.9900023713708521
1.0,6.91,0.31,0.36,4.6,0.05,30.92,203.63,1.0,3.4,0.57,10.39,3.95,0,0.6546047255066618,0.5026084514041939
1.0,6.72,0.24,0.46,2.18,0.03,19.24,71.69,0.99,3.11,0.62,11.92,6.01,2,0.2795612684584071,-1.6128189850989936
1.0,6.5,0.23,0.39,1.91,0.04,41.01,97.67,0.99,3.19,0.44,11.87,7.01,2,1.0482305969076406,-1.6319471036118491
1.0,7.63,0.23,0.34,1.66,0.04,23.74,130.98,0.99,3.11,0.7,10.39,4.97,2,0.31416573875774173,-0.6180852297420663
1.0,6.53,0.24,0.39,17.15,0.05,21.25,125.49,1.0,3.11,0.47,9.17,6.03,0,1.3765227557362538,1.8876138899633046
1.0,6.29,0.17,0.32,4.17,0.04,36.56,114.94,0.99,3.24,0.43,11.25,5.99,2,1.2959219185676463,-1.4185584899499653
1.0,6.31,0.18,0.32,4.14,0.04,36.63,118.59,0.99,3.24,0.43,11.27,5.99,2,1.2961108236719363,-1.4082192149723023
1.0,6.75,0.21,0.37,2.31,0.03,35.36,88.89,0.99,3.26,0.5,11.0,6.98,2,0.781735842666214,-1.4316841057723606
1.0,6.51,0.22,0.39,1.87,0.04,37.09,98.78,0.99,3.19,0.43,11.87,6.98,2,1.0169940116652032,-1.6835326880961738
1.0,5.91,0.28,0.39,1.44,0.03,46.84,146.97,0.99,3.08,0.64,12.92,7.0,2,1.3140280723209157,-1.7244215046264773
1.0,5.9,0.19,0.37,0.83,0.03,3.85,19.99,0.99,3.09,0.31,10.78,5.02,2,0.3637728656640103,-2.1849536502672833
1.0,6.16,0.25,0.42,8.04,0.05,53.15,205.72,1.0,3.16,0.47,9.07,5.99,0,2.121204819224282,1.6931576455667228
1.0,7.6,0.23,0.34,1.64,0.04,27.97,130.69,0.99,3.12,0.7,10.39,4.98,2,0.38730757555414647,-0.5946458070100304
1.0,5.58,0.19,0.27,1.78,0.03,31.07,104.01,0.99,3.35,0.37,12.91,5.99,2,1.0640403368038003,-2.8731025860977284
1.0,5.54,0.18,0.21,5.56,0.04,10.13,83.67,0.99,3.46,0.44,12.24,5.01,2,0.3543316279467548,-2.682550553338937
1.0,6.46,0.24,0.39,17.37,0.05,21.93,127.05,1.0,3.11,0.47,9.2,6.0,0,1.4258965639954422,1.8916777287142883
1.0,7.47,0.23,0.38,8.42,0.05,40.77,148.59,1.0,3.06,0.46,10.29,5.02,0,1.3422534913419624,1.2340582031409963
1.0,7.18,0.17,0.37,6.76,0.06,46.75,128.74,0.99,3.08,0.46,11.05,7.03,2,1.5679095195301251,-0.3192191675064181
1.0,7.58,0.3,0.38,1.9,0.04,10.06,99.85,0.99,3.24,0.65,11.0,5.0,2,-0.35035258118160095,-1.2418338761797885
1.0,4.96,0.24,0.21,2.08,0.04,30.55,102.05,0.99,3.69,0.62,11.68,6.03,2,0.0825052662279378,-2.6999545173084885
1.0,6.11,0.21,0.38,1.44,0.04,37.14,121.05,0.99,3.21,0.43,11.98,5.97,2,1.2240444948616347,-1.8140441132690346
1.0,6.51,0.33,0.38,2.55,0.05,29.95,147.04,0.99,3.17,0.4,12.67,6.01,2,0.9947499456202845,-1.763204251376207
1.0,6.32,0.35,0.26,17.56,0.06,58.97,195.57,1.0,3.11,0.5,8.83,5.0,0,2.2005215130230815,2.6133185994796473
1.0,6.29,0.17,0.32,4.11,0.04,36.68,116.13,0.99,3.24,0.43,11.27,5.98,2,1.3033171462667617,-1.426209759500846
1.0,6.5,0.16,0.33,4.82,0.04,45.36,113.83,0.99,3.18,0.44,11.18,6.03,2,1.5364123903835107,-1.1038206608500136
1.0,6.57,0.39,0.39,11.79,0.06,51.65,220.4,1.0,3.26,0.51,8.92,6.01,0,1.7095253716694823,2.1741175943721083
1.0,5.57,0.19,0.27,0.87,0.04,52.22,131.04,0.99,3.5,0.39,11.19,4.96,2,1.3677894648025752,-2.0340256666530574
1.0,6.23,0.25,0.39,1.21,0.05,41.73,133.65,0.99,3.23,0.43,11.14,5.99,2,1.202136098843784,-1.2979331177973306
1.0,6.9,0.22,0.43,6.3,0.04,34.3,113.58,0.99,3.05,0.51,10.8,6.01,2,1.3033099594653592,-0.4677378464280558
1.0,6.17,0.19,0.29,4.42,0.05,32.74,134.49,1.0,3.18,0.42,9.29,5.99,0,1.094245380265265,0.5600883525557167
1.0,6.59,0.39,0.39,11.96,0.06,51.34,234.57,1.0,3.24,0.51,8.89,6.02,0,1.8368938270427153,2.2763440090142484
1.0,5.86,0.33,0.32,8.11,0.04,9.08,35.22,0.99,3.22,0.36,12.2,6.98,2,0.25356604149780176,-2.123672390909919
1.0,5.5,0.19,0.27,0.79,0.04,52.69,103.68,0.99,3.5,0.39,11.21,4.99,2,1.1853299956477457,-2.1539350894908713
1.0,6.23,0.23,0.36,17.23,0.04,37.36,129.41,1.0,3.23,0.43,8.82,6.0,0,1.8054967225327767,1.8457709865209038
1.0,6.17,0.23,0.36,17.1,0.04,37.14,131.9,1.0,3.23,0.43,8.81,6.01,0,1.8245946804337045,1.8325252663117504
1.0,6.22,0.23,0.37,17.05,0.04,37.06,128.99,1.0,3.23,0.43,8.83,6.0,0,1.7973087230776081,1.8343442847915012
1.0,7.17,0.32,0.4,8.68,0.04,44.32,154.04,1.0,3.2,0.47,10.44,6.0,0,1.240358892935449,0.9997947798200986
1.0,6.2,0.23,0.36,17.11,0.04,36.74,130.45,1.0,3.23,0.43,8.78,6.02,0,1.801540402868625,1.8425200230086054
1.0,7.2,0.32,0.4,8.67,0.04,45.28,155.1,1.0,3.2,0.47,10.35,5.96,0,1.2625379669448582,1.05566930996771
1.0,5.79,0.39,0.47,7.4,0.03,11.96,88.57,0.99,3.38,0.45,14.01,6.02,2,0.35468708873657895,-2.676037282316357
1.0,6.2,0.24,0.36,17.13,0.04,36.74,129.17,1.0,3.23,0.43,8.76,6.01,0,1.7717579704600968,1.851008902915451
1.0,5.82,0.29,0.33,3.67,0.03,29.66,89.41,0.99,3.25,0.42,12.33,5.99,2,0.851932858887201,-2.204131086442559
1.0,7.19,0.41,0.38,2.22,0.03,40.74,108.62,0.99,3.27,0.46,12.63,5.99,2,0.5348986735137983,-1.848164478377615
1.0,6.78,0.39,0.34,7.41,0.02,37.59,133.44,0.99,3.18,0.44,11.99,6.98,2,1.2663092772326687,-1.2339581456568631
1.0,6.05,0.17,0.42,14.99,0.03,32.2,125.12,1.0,2.87,0.47,9.49,5.01,0,2.192185454922705,1.7690280316774536
1.0,6.79,0.39,0.34,7.35,0.02,38.73,133.13,0.99,3.18,0.44,11.98,7.01,2,1.28130048700182,-1.2216634464847702
1.0,7.13,0.36,0.37,4.92,0.02,39.06,114.47,0.99,3.08,0.5,12.69,7.01,2,1.0338493090881196,-1.484118541545633
1.0,6.87,0.19,0.32,7.88,0.04,29.65,128.29,0.99,3.4,0.39,10.49,5.97,2,1.2034925203758027,-0.9412356437749977
1.0,6.5,0.34,0.46,1.14,0.02,6.79,79.42,0.99,3.15,0.54,12.31,6.0,2,0.04321822144022652,-2.1777732340667955
1.0,6.11,0.16,0.43,15.12,0.03,28.2,124.34,1.0,2.87,0.47,9.47,4.99,0,2.1347588262416974,1.7663649260253502
1.0,6.84,0.39,0.34,7.51,0.02,38.21,129.46,0.99,3.17,0.44,12.01,7.0,2,1.2540726254797483,-1.2153396884057968
1.0,7.09,0.37,0.37,4.79,0.02,38.66,115.33,0.99,3.08,0.5,12.74,6.99,2,1.0101921006065069,-1.52175030800572
1.0,7.83,0.3,0.36,4.6,0.03,20.39,197.55,0.99,3.06,0.66,11.91,5.99,2,0.9014571293416873,-0.7449382034483178
1.0,6.05,0.68,0.52,1.47,0.04,32.28,122.51,0.99,3.24,0.44,11.97,5.99,2,0.18806872247962483,-1.544185463346732
1.0,5.22,0.34,0.38,6.16,0.03,42.19,132.02,0.99,3.25,0.41,12.51,6.0,2,1.6059496610975428,-1.834993820220417
1.0,6.43,0.28,0.4,6.02,0.03,36.15,118.02,0.99,3.21,0.43,12.11,7.0,2,1.3084084169560777,-1.462248729390708
1.0,6.22,0.19,0.38,4.98,0.02,21.62,82.23,0.99,3.06,0.36,12.52,6.01,2,1.3156580667095081,-2.0441188924406943
1.0,5.69,0.16,0.27,6.42,0.04,28.04,114.13,0.99,3.06,0.58,9.88,6.0,2,1.3012543988980043,-0.6081610730634146
1.0,7.64,0.17,0.46,0.75,0.04,62.95,149.33,0.99,3.02,0.5,10.68,6.02,2,1.8755135828135894,-0.23662159330285523
1.0,7.24,0.2,0.39,2.26,0.05,31.5,106.56,0.99,2.94,0.35,12.0,5.98,2,1.246529239931753,-1.2635215079231825
1.0,6.72,0.33,0.34,7.5,0.04,39.02,123.47,0.99,2.99,0.32,12.39,8.02,2,1.64272476594592,-1.1527233469424067
1.0,6.94,0.36,0.35,8.53,0.04,36.58,124.23,0.99,2.99,0.32,12.39,8.01,2,1.555072467291644,-1.0194947119638509
1.0,7.09,0.21,0.42,11.76,0.04,55.33,139.19,1.0,3.02,0.31,10.3,5.99,0,2.304113113071408,1.4420718172606564
1.0,7.31,0.2,0.39,2.4,0.05,23.89,84.96,0.99,2.94,0.35,12.0,5.99,2,0.9338097638386257,-1.3937291225487431
1.0,5.57,0.41,0.22,7.17,0.05,44.25,155.72,0.99,3.29,0.4,10.53,4.97,2,1.3631557245316825,-0.8890640461768958
1.0,7.69,0.15,0.35,4.1,0.05,23.02,97.74,0.99,3.08,0.44,9.51,6.01,2,0.8243768458187398,-0.30198314183901387
1.0,7.33,0.19,0.4,1.12,0.05,30.78,106.61,0.99,3.0,0.35,10.5,4.0,2,1.1500767876692233,-0.8068251245561734
1.0,8.26,0.16,0.37,8.01,0.02,37.67,107.17,0.99,2.93,0.37,11.24,5.99,2,1.7938071757056424,-0.4301015386509772
1.0,5.5,0.12,0.34,0.91,0.04,22.82,132.55,0.99,3.25,0.45,9.78,4.99,2,1.251957252850963,-1.3324372747034416
1.0,6.5,0.24,0.38,0.92,0.03,30.61,90.97,0.99,3.23,0.36,12.34,6.0,2,0.8923690936375211,-2.2498055603402456
1.0,6.78,0.14,0.41,1.04,0.04,17.11,75.14,0.99,3.14,0.56,11.39,6.99,2,0.3739496781737193,-1.6129245167326667
1.0,6.51,0.21,0.4,7.33,0.04,48.86,146.82,0.99,3.21,0.44,11.0,6.04,2,1.8967278996128725,-0.5886908936462805
1.0,8.7,0.3,0.59,1.82,0.05,9.44,67.61,0.99,3.06,0.56,10.78,4.03,2,-0.3387151490044429,-0.5122655481819566
1.0,6.7,0.18,0.37,1.34,0.04,41.51,126.67,0.99,3.24,0.37,12.81,7.0,2,1.3450826631309312,-2.0825282756665633
1.0,7.04,0.17,0.36,6.39,0.04,41.89,122.76,0.99,3.11,0.5,11.0,8.01,2,1.4885114056574056,-0.6009141895467907
1.0,6.64,0.19,0.33,1.74,0.05,42.47,149.71,0.99,3.15,0.36,10.22,4.99,2,1.6120875365396934,-0.7976201591832117
1.0,5.74,0.28,0.3,1.5,0.03,31.03,116.35,0.99,3.32,0.6,12.53,6.99,2,0.5428062565123144,-2.3477766382490004
1.0,7.62,0.24,0.44,3.98,0.04,49.13,147.26,0.99,3.06,0.37,11.58,5.98,2,1.7746460248051028,-0.6655895316637657
1.0,5.52,0.12,0.34,0.94,0.04,22.89,129.61,0.99,3.24,0.45,9.8,4.99,2,1.2407863506591303,-1.3304327112333838
1.0,7.01,0.21,0.42,5.28,0.04,36.47,122.69,0.99,3.14,0.52,10.9,6.01,2,1.2219718520878327,-0.6387773053563404
1.0,6.43,0.22,0.38,9.2,0.04,34.51,126.65,0.99,2.98,0.3,10.97,7.01,2,2.084971212736277,-0.5190821588847166
1.0,6.4,0.21,0.38,8.99,0.04,35.17,127.71,0.99,2.97,0.3,11.02,7.0,2,2.132901334219875,-0.5427909747377591
1.0,5.2,0.31,0.36,5.19,0.03,45.73,143.88,0.99,3.14,0.3,12.43,6.97,2,2.104277415636646,-1.8055513688250966
1.0,7.95,0.34,0.33,6.55,0.03,47.35,125.07,0.99,2.96,0.37,12.49,6.05,2,1.5170790573640092,-0.9193285764839387
1.0,5.63,0.42,0.34,2.28,0.02,32.09,96.36,0.99,3.22,0.38,12.8,6.98,2,0.8224418536861389,-2.517565254216957
1.0,6.43,0.22,0.38,8.89,0.04,35.25,130.53,0.99,2.97,0.31,11.01,6.98,2,2.10321441683857,-0.5177842473273561
1.0,6.82,0.27,0.34,7.41,0.03,33.97,177.26,1.0,3.33,0.43,9.12,5.0,0,1.3077772435674964,0.9413700489180865
1.0,6.8,0.45,0.36,5.0,0.03,28.05,158.27,0.99,3.11,0.4,12.41,7.01,2,1.0802714158524522,-1.4386043778487962
1.0,6.62,0.29,0.39,6.66,0.03,22.81,98.59,0.99,3.15,0.8,12.91,6.98,2,0.2206788851576844,-1.5018053401585056
1.0,6.8,0.2,0.42,1.28,0.05,24.25,124.8,0.99,3.09,0.87,10.89,6.0,2,0.15914073706853477,-0.683235944681746
1.0,6.78,0.25,0.24,1.64,0.05,39.21,163.37,0.99,3.53,0.58,10.82,5.0,2,0.5246366914328138,-1.4046282056403956
1.0,6.41,0.21,0.34,16.12,0.04,56.35,144.15,1.0,3.11,0.38,10.59,4.97,0,2.4102170760118513,1.4046874017808066
1.0,5.83,0.33,0.23,4.94,0.05,28.9,105.99,0.99,3.13,0.52,9.0,5.03,2,0.712327123206645,-0.4369889621626719
1.0,8.2,0.3,0.44,12.56,0.04,33.66,154.26,0.99,3.04,0.33,11.97,6.01,2,1.8255371298855356,-0.11687410607157858
1.0,6.4,0.24,0.33,1.0,0.04,22.75,129.15,0.99,3.25,0.35,11.76,5.03,2,0.924708656644979,-2.0123332361240496
1.0,7.5,0.18,0.45,4.4,0.04,66.71,157.0,0.99,3.01,0.38,10.63,6.03,2,2.436988406923938,0.018256031793038748
1.0,5.17,0.34,0.2,1.5,0.03,17.49,72.98,0.99,3.33,0.48,12.31,6.03,2,0.07782329837134183,-2.92270909133377
1.0,7.13,0.25,0.33,1.22,0.1,20.52,56.75,0.99,3.19,0.64,11.52,5.97,2,-0.788338243995735,-1.2204713632758766
1.0,7.24,0.13,0.46,1.29,0.04,47.85,109.68,0.99,2.97,0.45,11.11,5.01,2,1.6300401744173578,-0.7441583941479857
1.0,5.78,0.32,0.24,5.01,0.05,29.17,106.88,0.99,3.14,0.52,8.93,5.01,2,0.7579751580815828,-0.40911007513290115
1.0,6.46,0.33,0.24,2.45,0.14,8.03,110.9,0.99,3.0,0.44,9.89,4.03,2,-0.3856802222348206,-0.28545430868643556
1.0,6.19,0.35,0.31,2.76,0.04,37.8,91.3,0.99,3.27,0.53,12.79,7.05,2,0.4254122350889874,-2.1532997735006516
1.0,9.01,0.38,0.53,2.07,0.04,18.85,76.5,0.99,2.93,0.57,12.88,4.99,2,-0.1953107654442368,-1.1030103659137231
1.0,6.59,0.24,0.38,12.8,0.03,7.96,75.69,0.99,3.27,0.57,12.95,5.99,2,0.49143029590807286,-1.6434401867307933
1.0,6.58,0.16,0.34,1.13,0.04,41.26,115.11,0.99,3.01,0.68,12.02,6.0,2,0.9875828048238673,-1.3238523941343918
1.0,8.23,0.3,0.44,12.53,0.04,52.03,153.61,0.99,3.04,0.33,12.03,5.99,2,2.1691665438873273,0.05730488112372927
1.0,5.69,0.15,0.28,3.79,0.04,57.04,149.8,0.99,3.22,0.27,11.18,6.01,2,2.38688482202828,-1.3919465943219733
1.0,6.63,0.33,0.4,2.83,0.04,34.96,87.32,0.99,3.11,0.39,13.31,7.01,2,0.8225002320186171,-2.106300231057867
1.0,5.69,0.2,0.3,3.41,0.05,38.16,124.82,0.99,3.34,0.5,9.91,6.01,2,1.0895169793712225,-1.025036610809192
1.0,6.81,0.27,0.37,8.13,0.05,52.17,191.03,1.0,3.11,0.52,9.51,6.0,0,1.7384369285578025,1.6430899070548495
1.0,6.81,0.27,0.42,7.32,0.05,58.17,199.99,1.0,3.12,0.49,9.41,6.0,0,1.9682597100625916,1.7436007035592411
1.0,6.2,0.2,0.29,2.64,0.05,42.39,118.13,0.99,3.48,0.6,11.01,7.02,2,0.5908387040009853,-1.5065189912067598
1.0,6.72,0.13,0.57,6.5,0.08,60.57,149.93,1.0,2.96,0.43,9.39,6.01,0,2.106408546177143,2.065398514992065
1.0,6.82,0.21,0.37,7.02,0.04,26.99,106.63,0.99,3.14,0.82,11.48,5.98,2,0.4221481273331064,-0.7266016767551647
1.0,6.71,0.31,0.32,14.42,0.04,6.13,78.58,0.99,3.14,0.34,12.52,5.0,2,0.8512179300786809,-1.3484043302046966
1.0,6.63,0.2,0.3,11.79,0.04,21.78,92.96,0.99,3.18,0.34,11.92,6.02,2,1.328344886579717,-1.2400141123850545
1.0,6.6,0.25,0.34,2.67,0.05,21.86,141.06,0.99,3.26,0.47,10.42,6.0,2,0.737678978553135,-1.0681413502498667
1.0,5.68,0.15,0.28,3.83,0.05,57.33,152.36,0.99,3.22,0.27,11.21,6.03,2,2.3296131350504043,-1.3149994142157355
1.0,6.9,0.22,0.39,6.12,0.03,43.79,141.19,0.99,3.11,0.33,12.54,5.98,2,1.9613085757289204,-1.360983754360766
1.0,6.42,0.23,0.36,4.53,0.04,42.85,145.95,0.99,3.18,0.4,11.0,7.04,2,1.6759428572428599,-0.9578049251471742
1.0,7.63,0.27,0.29,2.48,0.06,36.93,116.22,0.99,3.09,0.37,9.82,5.0,2,0.8704442723748682,-0.41012836205546704
1.0,6.38,0.16,0.42,0.87,0.04,29.02,111.78,0.99,3.18,0.53,10.97,5.99,2,0.9282543179559172,-1.3448804082720784
1.0,5.77,0.29,0.42,0.93,0.04,19.27,112.55,0.99,3.1,0.46,12.61,6.97,2,0.7706240482142668,-2.1529261599344296
1.0,6.99,0.28,0.35,1.38,0.04,41.99,109.71,0.99,3.31,0.62,11.53,6.01,2,0.41096331201388797,-1.414884207262267
